ID (do not edit),Content type,Element type,Source language (PL),Target language (EN)
"{""contentId"":""00916720-fcf7-4db6-8712-134d71cb2db7"",""fieldId"":""product.name"",""sequencePath"":[]}",TEXT,catalog-product,Tajski Rozgrzewający Żel Counterpain Przeciwbólowy Krem dla Sportowców 120g,
"{""contentId"":""00916720-fcf7-4db6-8712-134d71cb2db7"",""fieldId"":""product.description"",""sequencePath"":[]}",TEXT,catalog-product,"
<div class=""item item-12"">

<h2>Tajski Żel Przeciwbólowy Counterpain</h2>
<p>Żel Counterpain to skuteczny produkt przeciwbólowy, który szybko łagodzi ból mięśni, stawów oraz bóle reumatyczne. Dzięki składnikom takim jak mentol, eugenol i metylosalicylan, gel’ zapewnia intensywne działanie rozgrzewające oraz przeciwzapalne. Jest idealny do stosowania po intensywnym wysiłku fizycznym, na bóle związane z urazami czy stanami zapalnymi.</p>
<p><b>Korzyści:</b></p>
<ul>
<li>Łagodzi ból mięśniowy, stawowy oraz reumatyczny</li>
<li>Wspomaga regenerację po wysiłku fizycznym</li>
<li>Intensywne działanie przeciwzapalne i przeciwbólowe</li>
<li>Dostępny w wersji chłodzącej lub rozgrzewającej</li>
</ul>
<p><b>Idealny do:</b></p>
<ul>
<li>Łagodzenia bólów mięśniowych i stawowych</li>
<li>Pomocy w rehabilitacji po urazach</li>
<li>Redukcji stanów zapalnych i obrzęków</li>
</ul>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<h1>Counterpain HOT Gel (120 g)</h1><p>Zapewnij swoim mięśniom szybką ulgę z rozgrzewającym żelem Counterpain HOT przeznaczonym dla sportowców. Ten profesjonalny żel przeciwbólowy jest idealny do stosowania przed i po treningu, pomagając złagodzić bóle mięśniowe, artretyczne, reumatyczne oraz ból po skręceniach.</p><p>Dzięki swojemu terapeutycznemu działaniu, żel Counterpain HOT może być stosowany zarówno przez sportowców, jak i osoby wykonujące ciężką pracę fizyczną.</p><ul><li>szybka ulga dla mięśni przed i po treningu</li><li>łagodzenie bólów mięśniowych, artretycznych, reumatycznych</li><li>stymulacja krążenia krwi dla natlenienia mięśni</li><li>redukcja siniaków i obrzęków po urazach</li></ul>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p>Żel&nbsp;<b>Counterpain HOT</b>&nbsp;jest stosowany przez profesjonalnych, azjatyckich zawodników:</p><ul><li>przed walkami i treningami, aby rozgrzać stawy, więzadła i zapobiegać poważnym obrażeniom, szczególnie służy przygotowaniu do walki najbardziej urazowych części ciała</li><li>po walkach i treningach, aby przyspieszyć regenerację mięśni po dużych obciążeniach</li></ul><p>Terapeutyczne działanie żelu nie ogranicza się tylko do różnych dziedzin sportu. Może być wykorzystywany przez wszystkich, którzy są zaangażowani w ciężką pracę fizyczną lub mają problemy z dolegliwościami mięśni i stawów. Łagodzi bóle mięśniowe, artretyczne i reumatyczne oraz ból przy skręceniach. Poprawia krążenie w naczynkach dzięki temu wzmacnia natlenienie oraz zwiększa przepuszczalność naczyń włosowatych. Idealnie pomaga redukować siniaki i obrzęki powstałe przy skręceniach oraz innych urazach.</p>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p><b>Sposób użycia:</b>&nbsp;Wycisnąć na dłoń niewielką ilość kremu i energicznymi ruchami wcierać w wybrany obszar ciała (np. mięśnie brzucha, mięśnie grzbietu, mięśnie ramion, mięśnie pośladków, mięśnie klatki piersiowej, mięśnie łydek, mięśnie trapezowe, talia, ramiona, itp.).</p><p>Balsam stosuje się zewnętrznie, wcierając go w skórę nad zmienionym chorobowo miejscem kolistymi ruchami. Dawkowanie zależy od wielkości obszaru oraz stopnia dolegliwości. Zalecana częstotliwość stosowania to maksymalnie 4 razy dziennie lub 30 minut przed rozpoczęciem aktywności fizycznej.</p><p><b>Przeciwwskazania:</b>&nbsp;nadwrażliwość, nietolerancja na składniki produktu. Balsam nie powinien być nakładany na uszkodzoną skórę. Unikaj kontaktu z twarzą, oczami, nosem i ustami. Jeśli tak się stanie - natychmiast przemyj dużą ilością wody. Tylko do użytku zewnętrznego.</p><p><b>NIE STOSOWAĆ U DZIECI PONIŻEJ 8 ROKU ŻYCIA.</b></p>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p><b>Skład:</b></p><ul><li>Methyl Salicylate (Metylosalicylan) – 10,2%</li><li>Levomenthol (Mentol) – 5,44%</li><li>Eugenol (Eugenol) – 1,36%</li></ul><p><b>Przechowywanie:</b></p><p>Przechowywać w temperaturze do 30°C w miejscu chronionym przed promieniami słonecznymi.</p><p><b>Producent:</b></p><p>PT Taisho Pharmaceutical Indonesia Tbk, Bogor – na licencji Taisho Pharmaceutical Co. Ltd.</p><p><b>Pojemność:</b></p><p>120 g</p>

</div>
","
<div class=""item item-12"">
<h2>Tajski Żel Przeciwbólowy Counterpain</h2>
<p>Counterpain Gel is an effective pain relief product that quickly alleviates muscle, joint, and rheumatic pains. Thanks to ingredients such as menthol, eugenol, and methyl salicylate, the gel provides intense warming and anti-inflammatory effects. It is ideal for use after intense physical exertion, for pain related to injuries or inflammatory conditions.</p>
<p>Benefits:</p>
<ul>Relieves muscle, joint, and rheumatic painSupports recovery after physical exertionIntense anti-inflammatory and analgesic effectsAvailable in cooling or warming versions</ul>
<p>Ideal for:</p>
<ul>Relief of muscle and joint pain  
Assistance in rehabilitation after injuries  
Reduction of inflammation and swelling</ul>
</div>
<div class=""item item-6"">
</div>
<div class=""item item-6"">
<h1>Counterpain HOT Gel (120 g)</h1><p>Provide your muscles with quick relief using the warming Counterpain HOT gel designed for athletes. This professional pain relief gel is ideal for use before and after training, helping to alleviate muscle pain, arthritis, rheumatic pain, and pain from sprains.</p><p>Thanks to its therapeutic effect, Counterpain HOT gel can be used by both athletes and people performing heavy physical work.</p><ul>Quick relief for muscles before and after training, alleviating muscle, arthritic, and rheumatic pains, stimulating blood circulation for muscle oxygenation, reducing bruises and swelling after injuries.</ul>
</div>
<div class=""item item-6"">
</div>
<div class=""item item-6"">
<p>Counterpain HOT gel is used by professional Asian athletes:</p><ul>before fights and training sessions, to warm up joints and ligaments and prevent serious injuries, it is especially useful for preparing the most injury-prone parts of the body for combat after fights and training sessions, to speed up muscle recovery after heavy exertion</ul><p>The therapeutic effect of the gel is not limited to various sports fields. It can be used by anyone engaged in heavy physical work or experiencing muscle and joint issues. It alleviates muscle, arthritic, and rheumatic pains, as well as pain from sprains. It improves circulation in small blood vessels, thereby enhancing oxygenation and increasing capillary permeability. It is ideal for reducing bruises and swelling caused by sprains and other injuries.</p>
</div>
<div class=""item item-6"">
</div>
<div class=""item item-6"">
<p>Directions for use: Squeeze a small amount of cream onto your hand and vigorously rub it into the chosen area of the body (e.g., abdominal muscles, back muscles, arm muscles, gluteal muscles, chest muscles, calf muscles, trapezius muscles, waist, arms, etc.).</p><p>The balm is applied externally by rubbing it into the skin over the affected area in circular motions. The dosage depends on the size of the area and the severity of the condition. The recommended frequency of use is up to 4 times a day or 30 minutes before starting physical activity.</p><p>Contraindications: hypersensitivity, intolerance to the product's ingredients. The balm should not be applied to damaged skin. Avoid contact with the face, eyes, nose, and mouth. If this occurs, rinse immediately with plenty of water. For external use only.</p><p>DO NOT USE IN CHILDREN UNDER 8 YEARS OF AGE.</p>
</div>
<div class=""item item-6"">
</div>
<div class=""item item-6"">
<p>Composition:</p><ul>Methyl Salicylate – 10.2%  
Levomenthol – 5.44%  
Eugenol – 1.36%</ul><p>Storage:</p><p>Store at a temperature up to 30°C in a place protected from sunlight.</p><p>Producer:</p><p>PT Taisho Pharmaceutical Indonesia Tbk, Bogor – under license from Taisho Pharmaceutical Co. Ltd.</p><p>Capacity:</p><p>120 g</p>
</div>
"
"{""contentId"":""2e26b4fd-c711-464d-8cc1-2f2855db6276"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}",TEXT,wysiwyg.viewer.components.WRichText,"<p class=""font_9""><span>&copy; 2035 by Business Name. Built on&nbsp;<span style=""text-decoration:underline""><a dataquery=""LINK_0"">Wix Studio</a></span></span></p>","<p class=""font_9"">© 2035 by Business Name. Built on Wix Studio.</p>"
"{""contentId"":""115379aa-d321-463c-b882-0199e17e3d95"",""fieldId"":""product.name"",""sequencePath"":[]}",TEXT,catalog-product,Tajski Naturalny Krem Zema do Leczenia Dermatozy i Infekcji Grzybiczych 15g,
"{""contentId"":""115379aa-d321-463c-b882-0199e17e3d95"",""fieldId"":""product.description"",""sequencePath"":[]}",TEXT,catalog-product,"
<div class=""item item-12"">

<h2>Krem Zema do Leczenia Dermatitis i Grzybiczych Infekcji - ZEMA Cream — Clotrimazole 1% Antifungal Cream</h2>

</div>


<div class=""item item-12"">

<p><b>ZEMA Krem 15 g</b></p><p>Przeciwgrzybiczy krem o szerokim spektrum działania z klotrymazolem 1%</p><p>� Opis:</p><p>ZEMA to skuteczny krem przeciwgrzybiczy do stosowania zewnętrznego, zawierający klotrymazol (1 g na 100 g kremu). Preparat przeznaczony jest do leczenia infekcji grzybiczych skóry wywołanych przez dermatofity, drożdżaki (w tym Candida) oraz Malassezia furfur.</p><p>? Wskazania do stosowania:</p><ul><li>grzybica stóp (tzw. stopa sportowca)</li><li>kandydoza skóry</li><li>łupież pstry</li><li>grzybica skóry gładkiej</li><li>inne infekcje grzybicze skóry</li></ul><p>? Działanie:</p><p>Klotrymazol hamuje wzrost i rozmnażanie się grzybów, łagodzi świąd, pieczenie i stany zapalne, wspierając regenerację skóry.</p><p>? Sposób użycia:</p><p>Nakładać cienką warstwę kremu na zmienione chorobowo miejsce 2–3 razy dziennie i delikatnie wmasować.</p><ul><li>Czas kuracji: 3–4 tygodnie</li><li>W przypadku grzybicy stóp: kontynuować stosowanie jeszcze przez 2 tygodnie po ustąpieniu objawów</li><li>Jeśli po 2 tygodniach nie nastąpi poprawa — skonsultuj się z lekarzem</li></ul><p>⚠️ Przeciwwskazania:</p><ul><li>nadwrażliwość na klotrymazol lub inne składniki preparatu</li><li>unikać kontaktu z oczami</li><li>tylko do użytku zewnętrznego</li><li>ostrożnie stosować w okresie karmienia piersią</li></ul><p>? Możliwe działania niepożądane:</p><ul><li>zaczerwienienie, świąd, pieczenie</li><li>złuszczanie skóry, pokrzywka, wysypka</li><li>podrażnienie skóry</li></ul><p>? Przechowywanie:</p><p>Przechowywać w chłodnym i ciemnym miejscu, w temperaturze poniżej 30°C.</p><p><b>ℹ️ Dodatkowe informacje:</b></p><ul><li>Kraj produkcji: Tajlandia</li><li>Opakowanie: metalowa tuba w kartonowym pudełku</li><li>Pojemność: 15 g</li><li>Ilość: 1 sztuka</li></ul>

</div>
","
<div class=""item item-12"">
<h2>Krem Zema do Leczenia Dermatitis i Grzybiczych Infekcji - ZEMA Cream — Clotrimazole 1% Antifungal Cream</h2>
</div>
<div class=""item item-12"">
<p>ZEMA Cream 15 g</p><p>Antifungal cream with a broad spectrum of action containing 1% clotrimazole</p><p>Description:</p><p>ZEMA is an effective antifungal cream for external use, containing clotrimazole (1 g per 100 g of cream). The product is intended for the treatment of fungal skin infections caused by dermatophytes, yeasts (including Candida), and Malassezia furfur.</p><p>? Indications for use:</p><ul>Athlete's foot (tinea pedis)  
Candidiasis of the skin  
Pityriasis versicolor  
Tinea of smooth skin  
Other fungal skin infections</ul><p>? Action:</p><p>Clotrimazole inhibits the growth and reproduction of fungi, alleviates itching, burning, and inflammation, supporting skin regeneration.</p><p>? Usage instructions:</p><p>Apply a thin layer of cream to the affected area 2–3 times a day and gently massage it in.</p><ul>Duration of treatment: 3–4 weeksIn case of athlete's foot: continue use for an additional 2 weeks after symptoms disappearIf there is no improvement after 2 weeks — consult a doctor</ul><p>⚠️ Contraindications:</p><ul>Hypersensitivity to clotrimazole or other components of the preparationavoid contact with eyesfor external use onlyuse with caution during breastfeeding</ul><p>? Possible side effects:</p><ul>Redness, itching, burning, skin peeling, hives, rash, skin irritation</ul><p>? Storage:</p><p>Store in a cool, dark place at a temperature below 30°C.</p><p>ℹ️ Additional information:</p><ul>Country of production: ThailandPackaging: metal tube in a cardboard boxCapacity: 15 gQuantity: 1 piece</ul>
</div>
"
"{""contentId"":""42cf00c3-e110-4c44-82ea-199e74a09c80"",""fieldId"":""com.wixpress.locations.Location.name"",""sequencePath"":[]}",TEXT,com.wixpress.locations.Location,Warsaw,
"{""contentId"":""7b27df18-35c1-4fc7-b0a0-bccc72f76b8c"",""fieldId"":""product.name"",""sequencePath"":[]}",TEXT,catalog-product,"Tajski Czerwony Balsam Tygrysi, Silnie Rozgrzewająca Maść, 19,4g",
"{""contentId"":""7b27df18-35c1-4fc7-b0a0-bccc72f76b8c"",""fieldId"":""product.description"",""sequencePath"":[]}",TEXT,catalog-product,"
<div class=""item item-6"">
</div>
<div class=""item item-6"">

<h2>TIGER BALM RED OINTMENT - Tajski Czerwony Balsam Tygrysi, Silnie Rozgrzewająca Maść 19,4g</h2><p>Tajski czerwony balsam tygrysi to intensywnie działająca maść rozgrzewająca, która pomaga łagodzić bóle mięśniowe, stawowe oraz napięcia reumatyczne. Naturalne składniki wspierają regenerację, poprawiają krążenie i przynoszą ulgę zmęczonym mięśniom.</p>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p>Balsam Czerwony Tygrysi to tradycyjny tajski produkt znany ze swojego mocnego efektu rozgrzewającego.</p><p><b>Zalety balsamu Tygrysiego:</b></p><ul><li>Silne działanie rozgrzewające</li><li>Łagodzi bóle mięśniowe i stawowe</li><li>Naturalne składniki roślinne</li><li>Poprawia krążenie</li><li>Idealny do masażu terapeutycznego</li></ul>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p><b>Kluczowe składniki i ich działanie:</b></p><ul><li><b>Mentol</b>&nbsp;– działa chłodząco i poprawia ukrwienie.</li><li><b>Kamfora</b>&nbsp;– łagodzi napięcie mięśniowe i działa przeciwbólowo.</li><li><b>Olejek goździkowy</b>&nbsp;– działa antyseptycznie i relaksująco.</li><li><b>Olejek cynamonowy</b>&nbsp;– wzmacnia efekt rozgrzewający.</li></ul>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p><b>Sposób użycia:</b></p><p>Niewielką ilość balsamu nanieść na skórę i delikatnie wmasować. Stosować 2-3 razy dziennie.</p><p><b>Skład:</b>&nbsp;Mentol, kamfora, olejek goździkowy, olejek cynamonowy, inne naturalne składniki.</p><p><b>Środki ostrożności:</b>&nbsp;Unikać kontaktu z oczami i błonami śluzowymi. Nie stosować u dzieci poniżej 3. roku życia.</p>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p><b>Warunki przechowywania:</b></p><p>Przechowywać w temperaturze pokojowej, w suchym miejscu, z dala od bezpośredniego światła słonecznego.</p><p><b>Waga:</b>&nbsp;19,4g</p><p><b>Kraj pochodzenia:</b>&nbsp;Tajlandia</p>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">
</div>
","
<div class=""item item-6"">
</div>
<div class=""item item-6"">
<h2>TIGER BALM RED OINTMENT - Tajski Czerwony Balsam Tygrysi, Silnie Rozgrzewająca Maść 19,4g</h2><p>Thai red tiger balm is an intensely warming ointment that helps alleviate muscle and joint pain as well as rheumatic tension. Its natural ingredients support regeneration, improve circulation, and provide relief to tired muscles.</p>
</div>
<div class=""item item-6"">
</div>
<div class=""item item-6"">
<p>Red Tiger Balm is a traditional Thai product known for its strong warming effect.</p><p>Advantages of Tiger Balm:</p><ul>Strong warming effectRelieves muscle and joint painNatural plant ingredientsImproves circulationIdeal for therapeutic massage</ul>
</div>
<div class=""item item-6"">
</div>
<div class=""item item-6"">
<p>Key ingredients and their effects:</p><ul>Menthol – has a cooling effect and improves blood circulation. Camphor – relieves muscle tension and acts as a painkiller. Clove oil – has antiseptic and relaxing properties. Cinnamon oil – enhances the warming effect.</ul>
</div>
<div class=""item item-6"">
</div>
<div class=""item item-6"">
<p>Usage:</p><p>Apply a small amount of balm to the skin and gently massage it in. Use 2-3 times a day.</p><p>Composition: Menthol, camphor, clove oil, cinnamon oil, other natural ingredients.</p><p>Precautions: Avoid contact with eyes and mucous membranes. Do not use on children under 3 years of age.</p>
</div>
<div class=""item item-6"">
</div>
<div class=""item item-6"">
<p>Storage conditions:</p><p>Store at room temperature, in a dry place, away from direct sunlight.</p><p>Weight: 19.4g</p><p>Country of origin: Thailand</p>
</div>
<div class=""item item-6"">
</div>
<div class=""item item-6"">
</div>
"
"{""contentId"":""4f9db4ce-6b7f-476c-8fb1-b686491b6be0"",""fieldId"":""product.name"",""sequencePath"":[]}",TEXT,catalog-product,"Antybakteryjny Uniwersalny Talk Do Ciała Yoki Radiant Powder, 60g",
"{""contentId"":""4f9db4ce-6b7f-476c-8fb1-b686491b6be0"",""fieldId"":""product.description"",""sequencePath"":[]}",TEXT,catalog-product,"
<div class=""item item-12"">

<h2>Antybakteryjny Puder Yoki – Uniwersalna Ochrona Skóry 60g</h2><p>Antybakteryjny puder Yoki to wszechstronny kosmetyk przeznaczony do ochrony skóry przed wilgocią, podrażnieniami i nadmiernym poceniem. Jego delikatna formuła z naturalnymi składnikami zapewnia uczucie świeżości i komfortu przez cały dzień.</p>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p>Puder Yoki to idealny wybór dla osób aktywnych i dbających o higienę skóry.</p>
<p><b>Zalety produktu:</b></p>
<ul>
<li>Działanie antybakteryjne</li>
<li>Absorbuje nadmiar wilgoci</li>
<li>Łagodzi podrażnienia i odparzenia</li>
<li>Odpowiedni dla każdego rodzaju skóry</li>
<li>Zapewnia długotrwałe uczucie świeżości</li>
</ul>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p><b>Kluczowe składniki i ich działanie:</b></p><ul><li><b>Talk</b>&nbsp;– absorbuje wilgoć, zapewniając suchość skóry.</li><li><b>Ekstrakt z aloesu</b>&nbsp;– nawilża i łagodzi podrażnienia.</li><li><b>Olejek drzewa herbacianego</b>&nbsp;– działa antybakteryjnie i przeciwgrzybiczo.</li><li><b>Mentol</b>&nbsp;– daje efekt odświeżenia i chłodzenia skóry.</li></ul>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p><b>Sposób użycia:</b></p><p>Nanieść niewielką ilość pudru na czystą i suchą skórę. Można stosować kilka razy dziennie w zależności od potrzeb.</p><p><b>Skład:</b>&nbsp;Talk, ekstrakt z aloesu, olejek drzewa herbacianego, mentol, inne naturalne składniki.</p><p><b>Środki ostrożności:</b>&nbsp;Unikać kontaktu z oczami i błonami śluzowymi. Nie stosować na uszkodzoną skórę.</p>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p><b>Warunki przechowywania:</b></p>
<p>Przechowywać w temperaturze pokojowej, w suchym miejscu, z dala od wilgoci.</p>
<p><b>Waga:</b>&nbsp;60g</p>
<p><b>Kraj pochodzenia:</b>&nbsp;Tajlandia</p>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">
</div>
","
<div class=""item item-12"">
<h2>Antybakteryjny Puder Yoki – Uniwersalna Ochrona Skóry 60g</h2><p>The antibacterial Yoki powder is a versatile cosmetic designed to protect the skin from moisture, irritation, and excessive sweating. Its gentle formula with natural ingredients provides a feeling of freshness and comfort throughout the day.</p>
</div>
<div class=""item item-6"">
</div>
<div class=""item item-6"">
<p>Yoki powder is the perfect choice for active individuals who care about skin hygiene.</p>
<p>Advantages of the product:</p>
<ul>Antibacterial actionAbsorbs excess moistureSoothes irritations and chafingSuitable for all skin typesProvides long-lasting feeling of freshness</ul>
</div>
<div class=""item item-6"">
</div>
<div class=""item item-6"">
<p>Key ingredients and their effects:</p><ul>Talc – absorbs moisture, keeping the skin dry. Aloe extract – moisturizes and soothes irritations. Tea tree oil – has antibacterial and antifungal properties. Menthol – provides a refreshing and cooling effect on the skin.</ul>
</div>
<div class=""item item-6"">
</div>
<div class=""item item-6"">
<p>Usage:</p><p>Apply a small amount of powder to clean and dry skin. Can be used several times a day as needed.</p><p>Ingredients: Talc, aloe extract, tea tree oil, menthol, other natural ingredients.</p><p>Precautions: Avoid contact with eyes and mucous membranes. Do not apply to damaged skin.</p>
</div>
<div class=""item item-6"">
</div>
<div class=""item item-6"">
<p>Storage conditions:</p>
<p>Store at room temperature, in a dry place, away from moisture.</p>
<p>Weight: 60g</p>
<p>Country of origin: Thailand</p>
</div>
<div class=""item item-6"">
</div>
<div class=""item item-6"">
</div>
"
"{""contentId"":""71a45830-f10f-4a99-bc08-cc865be6faf4"",""fieldId"":""product.name"",""sequencePath"":[]}",TEXT,catalog-product,"Oryginalny Tajski Balsam z Lawendą i Olejkami, Relaks i Sen, Banna, 30g",
"{""contentId"":""71a45830-f10f-4a99-bc08-cc865be6faf4"",""fieldId"":""product.description"",""sequencePath"":[]}",TEXT,catalog-product,"
<div class=""item item-12"">

<h2>Sleep Balm Lavender od Banna - Naturalny Tajski Balsam z Lawendą i Olejkami, 30g</h2><p>Tajski balsam z lawendą to naturalny produkt, który pomaga w redukcji stresu, ułatwia zasypianie i przynosi ukojenie po ciężkim dniu. Dzięki połączeniu olejków eterycznych działa kojąco na układ nerwowy oraz relaksuje mięśnie.</p><p>Balsam lawendowy ma unikalne właściwości, które doskonale wpływają na układ nerwowy, relaksując organizm i ułatwiając zasypianie po ciężkim dniu. Balsam należy stosować w przypadku bezsenności i nerwowości.</p><p>Zapach olejku lawendowego oraz innych olejków eterycznych, tradycyjnie używanych przez Tajów na bezsenność, stworzy wokół Ciebie aurę spokoju, zrównoważy układ nerwowy, zatrzyma gonitwę myśli w głowie i zapewni idealne warunki do spokojnego, głębokiego snu.</p>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p>Sleep Balsam z lawendą to idealne rozwiązanie dla osób cierpiących na bezsenność i nadmierny stres.</p><p>Balsam można stosować do relaksującego masażu przed snem – jego aromat otula i odpręża, pomaga uwolnić napięcie zarówno emocjonalne, jak i fizyczne.</p><p>Balsam lawendowy ukoi układ nerwowy i pomoże zapadać w sen.</p><p><b>Zalety balsamu:</b></p><ul><li>Naturalne składniki ziołowe</li><li>Pomaga w relaksacji i redukcji stresu</li><li>Łagodzi napięcie mięśniowe</li><li>Wspiera zdrowy i spokojny sen</li><li>Delikatny, kojący zapach lawendy</li></ul>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p><b>Kluczowe składniki i ich działanie:</b></p><ul><li><b>Olejek lawendowy</b> – działa uspokajająco, redukuje stres i wspomaga zasypianie.</li><li><b>Mentol</b> – przynosi ukojenie i delikatnie chłodzi skórę.</li><li><b>Olejek eukaliptusowy</b> – poprawia oddychanie i wspomaga relaks.</li><li><b>Kamfora</b> – rozluźnia napięte mięśnie i uspokaja układ nerwowy.</li></ul>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p><b>Sposób użycia:</b></p><p>Niewielką ilość balsamu nanieść na skronie, nadgarstki lub kark i delikatnie wmasować. Stosować wieczorem dla uzyskania efektu relaksacji.</p><p><b>Skład:</b> Olejek lawendowy, mentol, olejek eukaliptusowy, kamfora, inne naturalne składniki.</p><p><b>Środki ostrożności:</b> Tylko do użytku zewnętrznego. Unikać kontaktu z oczami i błonami śluzowymi. Nie stosować u dzieci poniżej 3. roku życia.</p>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p><b>Warunki przechowywania:</b></p><p>Przechowywać w temperaturze pokojowej, w suchym miejscu, z dala od bezpośredniego światła słonecznego.</p><p><b>Waga:</b> 30g</p><p><b>Kraj pochodzenia:</b> Tajlandia</p>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">
</div>
","
<div class=""item item-12"">
<h2>Sleep Balm Lavender od Banna - Naturalny Tajski Balsam z Lawendą i Olejkami, 30g</h2><p>Thai lavender balm is a natural product that helps reduce stress, facilitates falling asleep, and provides relief after a hard day. Thanks to the combination of essential oils, it soothes the nervous system and relaxes the muscles.</p><p>Lavender balm has unique properties that positively affect the nervous system, relaxing the body and making it easier to fall asleep after a hard day. The balm should be used in cases of insomnia and nervousness.</p><p>The scent of lavender oil and other essential oils, traditionally used by Thais for insomnia, will create an aura of calm around you, balance the nervous system, halt the rush of thoughts in your head, and provide the perfect conditions for a peaceful, deep sleep.</p>
</div>
<div class=""item item-6"">
</div>
<div class=""item item-6"">
<p>Sleep Balsam with lavender is the perfect solution for those suffering from insomnia and excessive stress.</p><p>The balm can be used for a relaxing massage before sleep – its aroma envelops and soothes, helping to release both emotional and physical tension.</p><p>Lavender balm will soothe the nervous system and help induce sleep.</p><p>Advantages of the balm:</p><ul>Natural herbal ingredientsHelps with relaxation and stress reductionRelieves muscle tensionSupports healthy and peaceful sleepGentle, soothing scent of lavender</ul>
</div>
<div class=""item item-6"">
</div>
<div class=""item item-6"">
<p>Key ingredients and their effects:</p><ul>Lavender oil – has a calming effect, reduces stress, and aids in falling asleep. Menthol – provides relief and gently cools the skin. Eucalyptus oil – improves breathing and promotes relaxation. Camphor – relaxes tense muscles and calms the nervous system.</ul>
</div>
<div class=""item item-6"">
</div>
<div class=""item item-6"">
<p>Usage:</p><p>Apply a small amount of balm to the temples, wrists, or neck and gently massage. Use in the evening to achieve a relaxing effect.</p><p>Ingredients: Lavender oil, menthol, eucalyptus oil, camphor, other natural ingredients.</p><p>Precautions: For external use only. Avoid contact with eyes and mucous membranes. Do not use on children under 3 years of age.</p>
</div>
<div class=""item item-6"">
</div>
<div class=""item item-6"">
<p>Storage conditions:</p><p>Store at room temperature, in a dry place, away from direct sunlight.</p><p>Weight: 30g</p><p>Country of origin: Thailand</p>
</div>
<div class=""item item-6"">
</div>
<div class=""item item-6"">
</div>
"
"{""contentId"":""10df22b4-0c8c-42c7-884e-17eef3a64af0"",""fieldId"":""product.name"",""sequencePath"":[]}",TEXT,catalog-product,"Keratinowa Naturalna Maska Genive Keratin Extra, Odbudowa 30ml (1 saszetka)",
